position,playerid,playername,team,competition,appearances,AVG,MOTMs,goals,assists,yellow_cards,two_yellow,red_cards,saves,goals_conceded,cleansheets
LB,79393,Davinchi,Getafe CF,LALIGA EA SPORTS,2,5.85,0,0,0,0,0,0,0,4,0
CDM,210450,Abdoulaye Touré,Havre AC,Ligue 1 McDonald's,5,6.00,0,0,0,1,0,0,0,6,0
RB,240060,Max Aarons,Rangers,UEFA Europa League,1,6.30,0,0,0,0,0,0,0,0,0
ST,270866,Youssef Chermiti,Rangers,UEFA Europa League,1,7.30,0,1,0,0,0,0,0,1,0
LB,235026,Omar Richards,Rio Ave FC,Liga Portugal,6,5.83,0,1,0,1,0,0,0,11,0
GK,235027,Luke Southwood,Bristol Rovers,Carabao Cup,2,6.85,0,0,0,0,0,0,0,2,0
GK,235027,Luke Southwood,Bristol Rovers,Vertu Trophy,1,6.50,0,0,0,0,0,0,0,2,0
RB,210455,Jonny,Deportivo Alavés,LALIGA EA SPORTS,7,6.16,0,0,0,0,0,0,0,5,1
ST,235029,Fedor Chalov,Kayserispor Futbol A.Ş,Trendyol Süper Lig,6,6.50,2,2,0,0,0,0,0,8,0
CM,275985,Alberto Reina,Real Oviedo,LALIGA EA SPORTS,6,6.08,0,1,0,1,0,0,0,8,0
ST,79402,Igor Jesus,Nottingham Forest,UEFA Europa League,1,8.20,1,1,0,0,0,0,0,1,0
CB,194077,Veysel Sarı,Antalyaspor,Trendyol Süper Lig,3,6.20,0,0,0,0,0,0,0,1,0
RB,275988,Kellen Fisher,Norwich City,EFL Championship,7,6.09,0,0,0,0,0,0,0,4,0
RB,275988,Kellen Fisher,Norwich City,Carabao Cup,2,5.85,0,0,0,0,0,0,0,2,0
CAM,237640,Nedim Bajrami,Rangers,UEFA Europa League,1,6.20,0,0,0,0,0,0,0,1,0
LM,71215,Millenic Alli,Portsmouth,EFL Championship,5,6.52,1,1,1,0,0,0,0,4,0
LM,71215,Millenic Alli,Portsmouth,Carabao Cup,2,5.75,0,0,0,0,0,0,0,2,0
CB,71216,Finley Potter,Fleetwood Town,Carabao Cup,1,5.80,0,0,0,0,0,0,0,1,0
CDM,253970,Connor Barron,Rangers,UEFA Europa League,1,6.10,0,0,0,0,0,0,0,1,0
CM,251420,Tyrese Fornah,Northampton Town,Carabao Cup,3,6.27,0,0,0,0,0,0,0,0,1
RW,251421,Brennan Johnson,Crystal Palace,Carabao Cup,2,6.75,0,0,0,0,0,0,0,1,1
RW,251421,Brennan Johnson,Crystal Palace,FA Community Shield,1,6.80,0,0,1,0,0,0,0,2,0
RW,251421,Brennan Johnson,Crystal Palace,Premier League,3,6.70,0,1,0,0,0,0,0,0,0
CB,218658,Dominic Iorfa,Sheffield Wednesday,EFL Championship,7,5.83,0,0,0,0,0,0,0,7,0
LB,218659,Matt Targett,Middlesbrough,EFL Championship,7,6.00,0,0,0,1,0,0,0,5,1
CB,226851,Benjamin Pavard,Olympique de Marseille,Ligue 1 McDonald's,6,6.42,0,1,0,0,0,0,0,7,0
CB,226851,Benjamin Pavard,Olympique de Marseille,UEFA Champions League,1,5.70,0,0,0,0,0,0,0,2,0
LM,264644,Paddy Lane,Reading,Carabao Cup,1,5.80,0,0,0,0,0,0,0,1,0
CB,226853,Jeremiah St. Juste,Feyenoord,UEFA Europa League,1,6.30,0,0,0,0,0,0,0,0,0
RB,251427,Jayden Richardson,St. Mirren,UEFA Champions League,1,5.50,0,0,0,0,0,0,0,2,0
LB,276001,Lorenzo Libutti,Reggiana,Coppa Italia,1,5.70,0,0,0,0,0,0,0,2,0
CB,243009,Derek Cornelius,Rangers,UEFA Europa League,1,6.00,0,0,0,0,0,0,0,1,0
CM,276003,Dimitrios Sounas,Avellino,Coppa Italia,2,7.20,0,1,1,2,0,0,0,4,0
CM,218667,Bernardo Silva,Manchester City,Carabao Cup,1,8.50,0,1,0,0,0,0,0,0,1
CM,218667,Bernardo Silva,Manchester City,UEFA Champions League,1,9.30,1,2,0,0,0,0,0,1,0
CM,218667,Bernardo Silva,Manchester City,Premier League,6,6.32,0,1,0,0,0,0,0,8,1
CB,243241,Alessandro Buongiorno,SSC Napoli,UEFA Champions League,1,5.70,0,0,0,0,0,0,0,1,0
CB,243241,Alessandro Buongiorno,SSC Napoli,Coppa Italia,2,7.10,0,0,0,0,0,0,0,1,1
CB,243241,Alessandro Buongiorno,SSC Napoli,Serie A Enilive,5,6.16,0,0,0,0,0,0,0,3,1
CB,252489,Marco Kana,RSC Anderlecht,1A Pro League,9,6.19,0,0,0,0,0,0,0,5,0
ST,71232,Jalen Blesa,Rio Ave FC,Liga Portugal,3,6.00,0,0,0,0,0,0,0,2,0
CB,243244,Hüseyin Türkmen,Antalyaspor,Trendyol Süper Lig,5,6.26,0,0,0,0,0,0,0,1,0
CM,243245,Orkun Kökçü,Beşiktaş JK,Trendyol Süper Lig,6,7.13,2,2,1,0,0,0,0,5,2
CB,277118,Mikayil Faye,Cremonese,Serie A Enilive,3,5.80,0,0,0,1,0,0,0,3,0
CM,211228,Matt Palmer,Notts County,Carabao Cup,3,6.33,0,0,0,0,0,0,0,5,1
CM,211228,Matt Palmer,Notts County,Vertu Trophy,1,5.70,0,0,0,0,0,0,0,1,0
CB,262394,Sam Beukema,SSC Napoli,UEFA Champions League,1,5.90,0,0,0,0,0,0,0,1,0
CB,262394,Sam Beukema,SSC Napoli,Coppa Italia,2,7.05,0,0,0,0,0,0,0,1,1
CB,262394,Sam Beukema,SSC Napoli,Serie A Enilive,3,6.20,0,0,0,0,0,0,0,1,0
CM,243249,Jurgen Ekkelenkamp,Udinese,Coppa Italia,2,7.60,0,1,1,0,0,0,0,2,0
CM,243249,Jurgen Ekkelenkamp,Udinese,Serie A Enilive,5,6.24,0,0,1,2,0,0,0,5,1
RM,235059,Luke Thomas,Bristol Rovers,Carabao Cup,2,6.45,0,1,0,0,0,0,0,2,0
RM,235059,Luke Thomas,Bristol Rovers,Vertu Trophy,1,7.50,0,1,0,0,0,0,0,1,0
CAM,259633,Giannis Konstantelias,PAOK FC,UEFA Europa League,1,5.80,0,0,0,0,0,0,0,1,0
CB,243252,Tom Hamer,Lincoln City,Carabao Cup,1,6.40,0,0,0,0,0,0,0,0,0
GK,247022,Jacob Widell Zetterström,Derby County,EFL Championship,7,6.17,0,0,0,0,0,0,0,11,1
GK,247022,Jacob Widell Zetterström,Derby County,Carabao Cup,1,6.70,0,0,0,0,0,0,0,1,0
ST,72938,Daniel Vašulín,FC Viktoria Plzeň,UEFA Europa League,1,6.10,0,0,0,0,0,0,0,2,0
CB,79683,Richard King,St. Mirren,UEFA Champions League,1,5.60,0,0,0,0,0,0,0,2,0
CM,244796,Matěj Valenta,FC Viktoria Plzeň,UEFA Europa League,1,6.50,0,0,0,0,0,0,0,0,0
CM,244791,Patrik Hrošovský,FC Viktoria Plzeň,UEFA Europa League,1,5.00,0,0,0,0,0,0,0,2,0
RB,251626,Milan van Ewijk,Valencia CF,LALIGA EA SPORTS,3,5.90,0,0,0,1,0,0,0,4,0
LB,276023,Geoffrey Kondo,Cercle Brugge KSV,1A Pro League,9,6.19,0,0,0,0,0,0,0,7,0
RB,251994,Tiago Esgaio,FC Arouca,Liga Portugal,6,6.23,0,0,0,2,0,0,0,6,1
GK,72937,Florian Wiegele,FC Viktoria Plzeň,UEFA Europa League,1,5.20,0,0,0,0,0,0,0,2,0
ST,222352,Albian Ajeti,FC Basel 1893,UEFA Europa League,1,8.20,0,1,1,0,0,0,0,0,0
ST,271626,Emre Tezgel,Crewe Alexandra,Vertu Trophy,1,5.40,0,0,0,0,0,0,0,2,0
GK,235073,Gregor Kobel,Borussia Dortmund,UEFA Champions League,1,6.60,0,0,0,0,0,0,0,2,0
ST,264257,Tijjani Noslin,Lazio,Serie A Enilive,2,6.00,0,0,0,1,0,0,0,1,0
RW,260236,Nene Dorgeles,Fenerbahçe SK,Trendyol Süper Lig,2,6.85,1,1,0,0,0,0,0,1,0
RW,260236,Nene Dorgeles,Fenerbahçe SK,UEFA Europa League,1,6.20,0,0,0,0,0,0,0,1,0
LM,233487,Riley McGree,Middlesbrough,EFL Championship,7,6.54,0,1,1,1,0,0,0,7,1
CDM,79448,Mateja Stjepanović,Moreirense FC,Liga Portugal,6,6.13,0,0,0,1,0,0,0,6,1
CB,276033,Patrick Enrici,Avellino,Coppa Italia,2,6.45,0,0,0,0,0,0,0,0,0
CDM,71259,Lukáš Červ,FC Viktoria Plzeň,UEFA Europa League,1,5.70,0,0,0,1,0,0,0,2,0
LW,276035,Nicolò Buso,Mantova,Coppa Italia,1,5.70,0,0,0,0,0,0,0,2,0
CB,71261,Tim Drexler,FC Red Bull Salzburg,UEFA Europa League,1,5.70,0,0,0,0,0,0,0,2,0
RB,251464,Ignace Van der Brempt,Como 1907,Coppa Italia,1,6.40,0,0,0,0,0,0,0,2,0
CB,244603,Bećir Omeragić,FC Basel 1893,UEFA Europa League,1,7.60,0,0,0,0,0,0,0,0,1
CDM,251466,Thomas Van Den Keybus,KVC Westerlo,1A Pro League,9,6.21,0,1,0,1,0,0,0,6,0
RM,243276,Dion Pereira,Crawley Town,Carabao Cup,2,7.15,1,2,0,0,0,0,0,3,0
RM,243276,Dion Pereira,Crawley Town,Vertu Trophy,1,7.70,0,0,0,0,0,0,0,0,1
RB,258880,Keigo Tsunemoto,FC Basel 1893,UEFA Europa League,1,7.60,0,0,0,0,0,0,0,0,1
RB,210514,João Cancelo,FC Barcelona,LALIGA EA SPORTS,7,6.61,1,1,2,0,0,0,0,6,0
RB,210514,João Cancelo,FC Barcelona,UEFA Champions League,1,6.10,0,0,0,0,0,0,0,1,0
RB,235088,Luis Pérez,Gaziantep FK,Trendyol Süper Lig,4,5.80,0,0,0,0,0,0,0,5,0
CB,190868,Kévin Théophile-Catherine,GNK Dinamo Zagreb,UEFA Europa League,1,6.00,0,0,0,0,0,0,0,0,0
LM,267899,Gabriel Vidović,GNK Dinamo Zagreb,UEFA Europa League,1,6.20,0,0,0,0,0,0,0,0,0
LM,243282,Dwight McNeil,Everton,Premier League,6,6.22,0,0,1,0,0,0,0,5,0
LM,243282,Dwight McNeil,Everton,Carabao Cup,1,6.40,0,0,0,0,0,0,0,0,0
LB,276047,Vincent Harper,Walsall,Carabao Cup,2,6.75,0,0,0,0,0,0,0,0,1
LB,276047,Vincent Harper,Walsall,Vertu Trophy,1,4.70,0,0,0,0,0,0,0,3,0
ST,194138,Andre Gray,Port Vale,Carabao Cup,1,5.60,0,0,0,0,0,0,0,2,0
ST,194138,Andre Gray,Port Vale,Vertu Trophy,1,7.90,0,1,0,0,0,0,0,2,0
LM,226162,Emiliano Buendía,Aston Villa,Carabao Cup,1,8.00,0,0,1,0,0,0,0,1,0
RB,213151,Cameron Norman,Tranmere Rovers,Carabao Cup,1,5.80,0,0,0,0,0,0,0,1,0
RB,213151,Cameron Norman,Tranmere Rovers,Vertu Trophy,1,6.20,0,0,0,0,0,0,0,1,0
CB,267860,Valentín Gómez,Real Betis Balompié,LALIGA EA SPORTS,5,6.08,0,0,0,0,0,0,0,3,0
ST,267861,Santiago Castro,Bologna,Coppa Italia,1,6.20,0,0,0,0,0,0,0,0,0
ST,267861,Santiago Castro,Bologna,Serie A Enilive,2,6.95,0,1,0,0,0,0,0,3,0
GK,240091,Guglielmo Vicario,Tottenham Hotspur,Carabao Cup,1,7.00,0,0,0,0,0,0,0,1,0
GK,240091,Guglielmo Vicario,Tottenham Hotspur,UEFA Super Cup,1,8.30,0,0,0,0,0,0,0,0,1
GK,240091,Guglielmo Vicario,Tottenham Hotspur,Premier League,6,6.67,0,0,0,0,0,0,3,7,0
GK,240091,Guglielmo Vicario,Tottenham Hotspur,UEFA Champions League,1,6.10,0,0,0,0,0,0,0,2,0
CB,202335,Eric Dier,AS Monaco,Ligue 1 McDonald's,6,6.90,0,0,0,0,0,0,0,3,2
CB,202335,Eric Dier,AS Monaco,UEFA Champions League,1,5.80,0,0,0,0,0,0,0,1,0
CM,233478,Miha Zajc,GNK Dinamo Zagreb,UEFA Europa League,1,6.60,0,1,0,0,0,0,0,2,0
CM,246419,Yari Verschaeren,RSC Anderlecht,1A Pro League,8,6.46,0,2,0,1,0,0,0,5,0
CM,259675,Berkan Kutlu,Konyaspor,Trendyol Süper Lig,6,5.97,0,0,0,1,0,0,0,9,0
GK,243294,Tobe Leysen,Oud-Heverlee Leuven,1A Pro League,9,5.58,0,0,0,0,0,0,0,19,0
CAM,259677,Alex Robertson,Cardiff City,Carabao Cup,1,6.00,0,0,0,0,0,0,0,1,0
GK,194150,Simon Moore,Sunderland,Carabao Cup,1,5.70,0,0,0,0,0,0,0,2,0
RB,231685,Ronaël Pierre-Gabriel,GNK Dinamo Zagreb,UEFA Europa League,1,6.40,0,0,0,0,0,0,0,0,0
CDM,259680,Marko Stamenić,Swansea City,EFL Championship,6,6.02,0,0,0,0,0,0,0,4,0
CDM,259680,Marko Stamenić,Swansea City,Carabao Cup,2,6.00,0,0,0,0,0,0,0,1,0
ST,79479,Pablo Ruan,CD Nacional,Liga Portugal,3,6.27,0,0,0,0,0,0,0,3,0
CDM,267873,Kervin Arriaga,Levante UD,European International Cup,3,6.57,0,0,0,1,0,0,0,6,0
CDM,267873,Kervin Arriaga,Levante UD,LALIGA EA SPORTS,7,5.66,0,0,0,1,0,0,0,11,0
LB,262668,Jordy Makengo,Sport-Club Freiburg,UEFA Europa League,1,6.00,0,0,0,0,0,0,0,0,0
LM,71291,Fabrício Garcia,FC Alverca,Liga Portugal,7,6.79,1,3,0,0,0,0,0,14,0
LB,245270,Kolbeinn Finnsson,Vålerenga Fotball,UEFA Champions League,1,6.70,0,0,0,0,0,0,0,1,0
CM,277197,Denil Castillo,FC Midtjylland,UEFA Europa League,1,6.00,0,0,0,0,0,0,0,0,0
CAM,253461,Luke Cundle,Millwall,EFL Championship,7,6.47,1,2,0,3,0,0,0,6,1
CAM,253461,Luke Cundle,Millwall,Carabao Cup,1,4.70,0,0,0,0,0,0,0,3,0
CDM,251497,Ousmane Diakité,West Bromwich Albion,EFL Championship,6,6.23,0,1,0,0,0,0,0,5,0
CDM,251497,Ousmane Diakité,West Bromwich Albion,Carabao Cup,2,5.75,0,0,0,0,0,0,0,2,0
CM,270536,Valdemar Byskov,FC Midtjylland,UEFA Europa League,1,5.70,0,0,0,0,0,0,0,1,0
CAM,267881,Sota Kitano,FC Red Bull Salzburg,UEFA Europa League,1,6.20,0,0,0,0,0,0,0,1,0
CM,220714,Philip Billing,FC Midtjylland,UEFA Europa League,1,8.50,0,1,0,0,0,0,0,1,0
RM,278012,Darío Osorio,FC Midtjylland,UEFA Europa League,1,6.30,0,0,0,1,0,0,0,0,0
CDM,236987,Boubacar Kamara,Aston Villa,Carabao Cup,1,6.10,0,0,0,0,0,0,0,0,0
CDM,236987,Boubacar Kamara,Aston Villa,UEFA Europa League,1,5.90,0,0,0,0,0,0,0,1,0
CDM,236987,Boubacar Kamara,Aston Villa,Premier League,5,6.16,0,0,0,0,0,0,0,4,0
LM,243312,Pablo Martínez,Levante UD,European International Cup,3,7.07,1,2,0,0,0,0,0,7,0
LM,243312,Pablo Martínez,Levante UD,LALIGA EA SPORTS,7,5.26,0,1,0,0,0,0,0,16,0
CB,234472,Mads Bech Sørensen,FC Midtjylland,UEFA Europa League,1,6.60,0,0,0,1,0,0,0,0,0
RB,262713,Liam Bennett,Cambridge United,Carabao Cup,2,6.20,0,0,0,1,0,0,0,2,0
CB,231481,Theo Vassell,Crawley Town,Carabao Cup,2,5.85,0,0,0,0,0,0,0,2,0
CB,231481,Theo Vassell,Crawley Town,Vertu Trophy,1,6.10,0,0,0,0,0,0,0,0,0
LB,71305,Joaquin Seys,Real Club Celta de Vigo,LALIGA EA SPORTS,5,5.80,0,0,0,1,0,0,0,8,0
LB,71305,Joaquin Seys,Real Club Celta de Vigo,UEFA Europa League,1,6.80,0,0,0,1,0,0,0,1,0
CM,79147,Ramalho,FCV Farul Constanța,UEFA Europa League,1,6.00,0,0,0,0,0,0,0,1,0
CM,218745,Olivier Ntcham,Samsunspor A.Ş,Trendyol Süper Lig,6,5.63,0,0,0,0,0,0,0,7,0
CM,261390,Charlie Webster,Burton Albion,Carabao Cup,1,6.70,0,0,0,0,0,0,0,2,0
CM,261390,Charlie Webster,Burton Albion,Vertu Trophy,1,5.80,0,0,0,0,0,0,0,1,0
ST,210556,Lucas João,CD Nacional,Liga Portugal,1,6.20,0,0,0,0,0,0,0,1,0
CDM,267894,Jhon Solís,Birmingham City,EFL Championship,1,5.80,0,0,0,0,0,0,0,1,0
CDM,267894,Jhon Solís,Birmingham City,Carabao Cup,1,6.30,0,0,0,0,0,0,0,0,0
CB,247963,Ionuț Larie,FCV Farul Constanța,UEFA Europa League,1,5.70,0,0,0,0,0,0,0,1,0
CAM,246297,Himad Abdelli,Olympique de Marseille,Ligue 1 McDonald's,6,6.05,0,0,1,3,0,0,0,8,0
CAM,246297,Himad Abdelli,Olympique de Marseille,UEFA Champions League,1,5.70,0,0,0,1,0,0,0,2,0
ST,235133,Mattia Finotto,Carrarese Calcio 1908,Coppa Italia,1,5.50,0,0,0,0,0,0,0,2,0
CDM,235134,Pablo Rosario,Stade Brestois 29,Ligue 1 McDonald's,5,5.78,0,1,0,2,0,0,0,8,0
RB,202371,Thomas Meunier,LOSC Lille,Ligue 1 McDonald's,6,6.38,0,0,0,0,0,0,0,4,2
RB,202371,Thomas Meunier,LOSC Lille,UEFA Europa League,1,5.80,0,0,0,0,0,0,0,1,0
RW,278964,Albert Iustin Doicaru,FCV Farul Constanța,UEFA Europa League,1,7.20,0,1,0,0,0,0,0,2,0
CM,266792,Victor Dican,FCV Farul Constanța,UEFA Europa League,1,5.30,0,0,0,0,0,0,0,2,0
LM,276093,Emmanuel Addai,Qarabağ FK,UEFA Champions League,1,6.20,0,0,0,0,0,0,0,1,0
LB,251521,Niall Huggins,Wycombe Wanderers,Carabao Cup,1,6.30,0,0,0,0,0,0,0,0,0
CB,239118,Bogdan Țîru,FCV Farul Constanța,UEFA Europa League,1,5.30,0,0,0,0,0,0,0,2,0
CAM,259714,Merlin Röhl,Everton,Premier League,2,6.35,0,0,0,0,0,0,0,0,0
CAM,259714,Merlin Röhl,Everton,Carabao Cup,1,7.50,0,0,1,0,0,0,0,1,0
ST,270398,Luca Kjerrumgaard,Watford,EFL Championship,7,6.30,0,1,0,0,0,0,0,10,0
LB,259716,Daniel Svensson,Borussia Dortmund,UEFA Champions League,1,6.20,0,0,0,0,0,0,0,1,0
CB,246561,Mihai Popescu,FC FCSB,UEFA Europa League,1,6.00,0,0,0,0,0,0,0,0,0
RW,257803,David Miculescu,FC FCSB,UEFA Europa League,1,6.20,0,0,0,0,0,0,0,0,0
CAM,223231,Florin Tănase,FC FCSB,UEFA Europa League,1,8.50,1,1,0,0,0,0,0,1,0
LM,74705,Ali Jasim,Al Najmah,Saudi Pro League,6,6.15,0,1,1,0,0,0,0,9,0
LB,251530,Nuno Tavares,Lazio,Serie A Enilive,4,6.40,0,0,0,0,0,0,0,4,1
CDM,235149,Jerdy Schouten,PSV,UEFA Champions League,1,5.80,0,0,0,1,0,0,0,1,0
ST,251532,Meschack Elia,Corendon Alanyaspor,Trendyol Süper Lig,7,6.63,0,3,0,1,0,0,0,13,1
CDM,70872,Ofri Arad,FC FCSB,UEFA Europa League,1,5.80,0,0,0,0,0,0,0,1,0
LB,235152,Ferdi Kadıoğlu,Brighton & Hove Albion,Premier League,6,5.70,0,0,0,0,0,0,0,10,0
LB,235152,Ferdi Kadıoğlu,Brighton & Hove Albion,Carabao Cup,1,6.20,0,0,0,0,0,0,0,1,0
CDM,222400,Harry Winks,Leicester City,EFL Championship,6,5.97,0,1,0,0,0,1,0,7,1
CDM,222400,Harry Winks,Leicester City,Carabao Cup,1,6.20,0,0,0,0,0,0,0,1,0
LB,248095,Risto Radunović,FC FCSB,UEFA Europa League,1,6.20,0,0,0,0,0,0,0,1,0
LM,251537,Gary Magnée,Cercle Brugge KSV,1A Pro League,9,6.21,1,2,0,2,0,0,0,9,1
CB,235156,Jimmy Dunne,Queens Park Rangers,EFL Championship,7,6.60,1,1,0,1,0,0,0,6,1
CB,235156,Jimmy Dunne,Queens Park Rangers,Carabao Cup,1,6.20,0,0,0,0,0,0,0,1,0
CAM,224982,Antonio Palumbo,Palermo,Coppa Italia,2,7.50,0,1,0,0,0,0,0,1,0
CM,243349,Dylan Levitt,Leyton Orient,Carabao Cup,3,6.03,0,0,0,0,0,0,0,3,0
CB,235442,Siyabonga Ngezana,FC FCSB,UEFA Europa League,1,6.20,0,0,0,0,0,0,0,1,0
GK,248073,Ștefan Târnovanu,FC FCSB,UEFA Europa League,1,7.40,0,0,0,0,0,0,0,1,0
ST,235161,Josh Maja,West Bromwich Albion,EFL Championship,7,7.27,3,4,4,0,0,0,0,9,2
ST,235161,Josh Maja,West Bromwich Albion,Carabao Cup,1,6.50,0,0,0,0,0,0,0,0,0
LB,243353,Bali Mumba,Huddersfield Town,Carabao Cup,1,6.20,0,0,0,0,0,0,0,1,0
CDM,235163,Michele Castagnetti,Cesena,Coppa Italia,2,7.25,1,1,0,0,0,0,0,2,0
ST,194209,Youssef El Arabi,FC Nantes,Ligue 1 McDonald's,1,6.30,0,0,0,0,0,0,0,1,0
CB,277700,Giovanni van Zwam,Go Ahead Eagles,UEFA Europa League,1,5.80,0,0,0,0,0,0,0,1,0
LB,236712,Dimitri Lavalée,SK Sturm Graz,UEFA Europa League,1,6.00,0,0,0,0,0,0,0,2,0
CDM,235167,Vitaly Janelt,Brentford,Premier League,5,6.34,0,2,0,1,0,0,0,7,0
CDM,235167,Vitaly Janelt,Brentford,Carabao Cup,1,6.20,0,0,0,0,0,0,0,0,0
LM,72892,Mathis Suray,Go Ahead Eagles,UEFA Europa League,1,6.20,0,0,0,0,0,0,0,1,0
CDM,198704,Josh McEachran,Bristol Rovers,Carabao Cup,2,6.50,0,0,0,0,0,0,0,0,0
CDM,198704,Josh McEachran,Bristol Rovers,Vertu Trophy,1,6.50,0,0,0,0,0,0,0,2,0
CB,71350,Joane Gadou,FC Red Bull Salzburg,UEFA Europa League,1,5.70,0,0,0,0,0,0,0,1,0
LB,269247,Dean James,Go Ahead Eagles,UEFA Europa League,1,6.20,0,0,0,0,0,0,0,1,0
CB,202408,Aden Flint,Walsall,Carabao Cup,2,6.65,0,0,0,0,0,0,0,0,1
CB,202408,Aden Flint,Walsall,Vertu Trophy,1,5.70,0,0,1,0,0,0,0,3,0
CM,251555,Josh Eccles,Coventry City,EFL Championship,2,6.15,0,0,0,0,0,0,0,0,0
CM,251555,Josh Eccles,Coventry City,Carabao Cup,2,6.05,0,0,0,0,0,0,0,2,0
ST,259747,Ibrahim Diabate,Deportivo Alavés,LALIGA EA SPORTS,2,6.90,0,1,0,0,0,0,0,2,0
CB,259748,Martin Vitík,Bologna,UEFA Europa League,1,6.10,0,0,0,0,0,0,0,0,0
CB,259748,Martin Vitík,Bologna,Coppa Italia,1,6.50,0,0,0,0,0,0,0,0,0
CB,259748,Martin Vitík,Bologna,Serie A Enilive,3,5.97,0,0,0,0,0,0,0,4,0
LB,210603,Yasser Al Shahrani,Al Qadsiah,Saudi Pro League,6,6.20,0,0,0,0,0,0,0,4,0
ST,267941,Daniel Kanu,Walsall,Carabao Cup,2,6.35,0,0,0,0,0,0,0,0,1
ST,267941,Daniel Kanu,Walsall,Vertu Trophy,1,6.10,0,0,0,0,0,0,0,3,0
CDM,251560,Billy Mitchell,Millwall,Carabao Cup,1,4.70,0,0,0,0,0,0,0,3,0
CB,228363,Joris Kramer,Go Ahead Eagles,UEFA Europa League,1,5.70,0,0,0,0,0,0,0,1,0
LM,243371,Mathias Jørgensen,Blackburn Rovers,EFL Championship,3,6.87,0,1,1,0,0,0,0,2,0
LM,243371,Mathias Jørgensen,Blackburn Rovers,Carabao Cup,1,6.20,0,0,0,0,0,0,0,1,0
LB,259754,Eren Elmalı,Galatasaray SK,Trendyol Süper Lig,5,6.56,0,1,0,0,0,0,0,0,0
LB,259754,Eren Elmalı,Galatasaray SK,UEFA Champions League,1,5.00,0,0,0,1,0,0,0,3,0
CAM,277846,Nico Paz,Como 1907,Coppa Italia,2,7.10,0,1,0,0,0,0,0,2,0
CAM,277846,Nico Paz,Como 1907,Serie A Enilive,5,6.80,1,1,3,0,0,0,0,6,0
GK,244218,Jari De Busser,Go Ahead Eagles,UEFA Europa League,1,6.20,0,0,0,0,0,0,0,2,0
RW,277456,Oleksiy Kashchuk,Qarabağ FK,UEFA Champions League,1,6.30,0,0,0,0,0,0,0,0,0
CB,79527,Andrej Đurić,Malmö FF,UEFA Europa League,1,6.20,0,0,0,0,0,0,0,0,0
LB,235634,Ghislain Konan,Gil Vicente FC,Liga Portugal,7,6.11,0,1,0,0,0,0,0,9,0
RB,257158,Johan Karlsson,Malmö FF,UEFA Europa League,1,6.00,0,0,0,0,0,0,0,0,0
RW,251570,Rayan Cherki,Kings United,Carabao Cup,2,7.10,1,0,1,0,0,0,0,0,2
RW,251570,Rayan Cherki,Kings United,European International Cup,3,7.57,0,1,1,0,0,0,0,1,2
RW,251570,Rayan Cherki,Kings United,Premier League,6,6.73,0,1,0,0,0,0,0,1,4
LB,259762,Victor Kristiansen,KAA Gent,1A Pro League,8,6.56,0,1,0,0,0,0,0,4,1
ST,275062,Daníel Guðjohnsen,Malmö FF,UEFA Europa League,1,6.40,0,0,0,0,0,0,0,0,0
RM,277751,Adrian Skogmar,Malmö FF,UEFA Europa League,1,7.60,0,0,0,0,0,0,0,0,1
CB,243833,Colin Rösler,Malmö FF,UEFA Europa League,1,7.80,0,0,0,0,0,0,0,0,1
LM,251575,Allahyar Sayyadmanesh,KVC Westerlo,1A Pro League,9,6.06,0,0,0,1,0,0,0,9,2
ST,235194,Giacomo Vrioni,Cesena,Coppa Italia,2,6.65,0,0,0,0,0,0,0,3,0
CB,194201,Pontus Jansson,Malmö FF,UEFA Europa League,1,6.00,0,0,0,0,0,0,0,0,0
RB,193133,Jens Stryger Larsen,Malmö FF,UEFA Europa League,1,6.40,0,0,0,0,0,0,0,0,0
LB,243388,Borna Sosa,Crystal Palace,Carabao Cup,2,6.10,0,0,0,1,0,0,0,1,0
LB,243388,Borna Sosa,Crystal Palace,FA Community Shield,1,6.00,0,0,0,0,0,0,0,2,0
LB,243388,Borna Sosa,Crystal Palace,Premier League,6,6.18,0,0,0,0,0,0,0,2,0
RB,210625,Kevin Mbabu,FC Midtjylland,UEFA Europa League,1,6.10,0,0,0,0,0,0,0,0,0
ST,234875,Lucas Höler,Sport-Club Freiburg,UEFA Europa League,1,6.90,0,0,1,0,0,0,0,1,0
CB,263022,Max Rosenfelder,Sport-Club Freiburg,UEFA Europa League,1,6.10,0,0,0,0,0,0,0,1,0
LM,269558,Benjamín Domínguez,Sport-Club Freiburg,UEFA Europa League,1,7.60,0,1,0,0,0,0,0,1,0
RB,208335,Lukas Kübler,Sport-Club Freiburg,UEFA Europa League,1,6.00,0,0,0,0,0,0,0,1,0
CM,276695,Shea Charles,Southampton,EFL Championship,4,6.08,0,0,0,0,0,0,0,2,0
CDM,276159,Tamás Nikitscher,Rio Ave FC,Liga Portugal,6,5.82,0,0,0,1,0,0,0,7,0
CAM,255185,Yuito Suzuki,Sport-Club Freiburg,UEFA Europa League,1,6.40,0,0,0,0,0,0,0,0,1
LB,202528,Josh Ruffels,Shrewsbury,Carabao Cup,2,6.70,0,0,0,0,0,0,0,1,1
LB,202528,Josh Ruffels,Shrewsbury,Vertu Trophy,1,5.80,0,0,0,0,0,0,0,1,0
RB,243398,Christopher Braun,CFR 1907 Cluj,UEFA Europa League,1,6.80,0,0,0,0,0,0,0,0,1
