position,playerid,playername,team,competition,appearances,AVG,MOTMs,goals,assists,yellow_cards,two_yellow,red_cards,saves,goals_conceded,cleansheets
CB,190324,Christian Kabasele,Udinese,Coppa Italia,2,6.65,0,0,0,0,0,0,0,2,0
CB,190324,Christian Kabasele,Udinese,Serie A Enilive,5,6.34,0,0,0,1,0,0,0,5,1
CB,264044,Mattia Viti,Sampdoria,Coppa Italia,1,5.80,0,0,0,0,0,0,0,1,0
CB,255854,Pacheco,Deportivo Alavés,LALIGA EA SPORTS,7,6.26,0,1,0,1,0,0,0,5,0
CAM,255855,Ryoya Morishita,Blackburn Rovers,EFL Championship,7,5.86,0,0,0,0,0,0,0,9,0
CAM,255855,Ryoya Morishita,Blackburn Rovers,Carabao Cup,1,5.70,0,0,0,0,0,0,0,1,0
CB,231284,Ryan Delaney,Newport County,Carabao Cup,1,5.70,0,0,0,0,0,0,0,1,0
CB,231284,Ryan Delaney,Newport County,Vertu Trophy,1,5.70,0,0,0,0,0,0,0,1,0
CB,83847,Bo De Kerf,FCV Dender EH,1A Pro League,8,5.92,0,0,0,0,0,0,0,8,0
RM,247668,Konan N'Dri,Lecce,Coppa Italia,2,7.10,0,0,1,0,0,0,0,1,0
CB,239478,Ivan Marconi,Virtus Entella,Coppa Italia,1,6.00,0,0,0,0,0,0,0,1,0
CB,214906,Andrew Hughes,Preston North End,EFL Championship,7,6.17,0,0,0,0,0,0,0,6,1
CB,214906,Andrew Hughes,Preston North End,Carabao Cup,3,6.63,0,0,0,0,0,0,0,0,2
LM,239482,Galeno,Al Ahli,Saudi Pro League,6,6.70,1,3,0,2,0,0,0,11,0
RB,247678,Julian Araujo,Celtic,UEFA Europa League,1,6.00,0,0,0,0,0,0,0,0,0
RB,255873,Gonzalo Pérez,Al Hilal,Saudi Pro League,6,6.55,0,0,0,0,0,0,0,2,2
ST,247686,Cho Gue Sung,FC Midtjylland,UEFA Europa League,1,6.10,0,0,0,0,0,0,0,1,0
LB,214923,Mohammed Qasem,Al Qadsiah,Saudi Pro League,6,6.02,0,0,0,0,0,0,0,4,0
ST,239504,Josh Gordon,Barrow,Carabao Cup,1,5.80,0,0,0,0,0,0,0,1,0
CB,239506,Sam Hughes,Peterborough United,Carabao Cup,3,5.97,0,0,0,0,0,0,0,2,0
LB,231318,Romain Perraud,LOSC Lille,Ligue 1 McDonald's,5,6.44,0,0,0,2,0,0,0,4,2
LB,231318,Romain Perraud,LOSC Lille,UEFA Europa League,1,5.40,0,0,0,0,0,0,0,2,0
CDM,239512,Melle Meulensteen,Go Ahead Eagles,UEFA Europa League,1,6.10,0,0,0,0,0,0,0,1,0
CB,239513,Josh Earl,Barnsley,Carabao Cup,1,6.90,0,0,0,0,0,0,0,0,1
CB,239513,Josh Earl,Barnsley,Vertu Trophy,1,6.60,0,0,0,0,0,0,0,0,1
ST,214942,Héctor,Gil Vicente FC,Liga Portugal,7,7.27,0,3,5,0,0,0,0,13,0
RB,223134,Zeki Yavru,Samsunspor A.Ş,Trendyol Süper Lig,6,6.23,0,0,0,0,0,0,0,3,1
ST,264092,Alan Godoy,Estrela Amadora,Liga Portugal,1,5.90,0,0,0,0,0,0,0,1,0
CB,214947,Jean-Philippe Gbamin,FC Metz,Ligue 1 McDonald's,5,5.80,0,0,0,0,0,0,0,7,0
CM,264095,Hugo Sotelo,Real Club Celta de Vigo,LALIGA EA SPORTS,5,5.68,0,0,0,0,0,0,0,9,0
CM,264095,Hugo Sotelo,Real Club Celta de Vigo,UEFA Europa League,1,7.10,0,0,0,0,0,0,0,1,0
LB,223143,Ulisses Garcia,Sassuolo,Coppa Italia,1,5.20,0,0,0,0,0,0,0,2,0
LB,223143,Ulisses Garcia,Sassuolo,Serie A Enilive,5,6.64,0,0,0,0,0,0,0,1,1
CDM,75707,Mateo Borrell,Al Okhdood,Saudi Pro League,6,6.65,1,2,1,0,0,0,0,6,0
CM,239529,Frank Onyeka,Coventry City,EFL Championship,7,6.20,0,1,1,0,0,0,0,10,0
CM,239529,Frank Onyeka,Coventry City,Carabao Cup,3,5.97,0,0,0,0,0,0,0,3,1
CB,264103,Torrente,GNK Dinamo Zagreb,UEFA Europa League,1,5.00,0,0,0,0,0,0,0,2,0
CAM,247722,Armando Dobra,Chesterfield,Carabao Cup,1,4.90,0,0,0,0,0,0,0,2,0
CAM,247722,Armando Dobra,Chesterfield,Vertu Trophy,1,5.40,0,0,0,0,0,0,0,2,0
CM,223154,Ozan Tufan,Trabzonspor,Trendyol Süper Lig,7,6.04,0,0,0,1,0,0,0,6,0
CAM,247729,André Almeida,Valencia CF,LALIGA EA SPORTS,6,5.85,0,1,0,0,0,0,0,9,0
ST,223157,Andrija Novakovich,Reggiana,Coppa Italia,1,6.10,0,0,0,0,0,0,0,3,0
CB,239540,Eoin Toal,Bolton Wanderers,Carabao Cup,2,6.15,0,0,0,0,0,0,0,1,0
CB,239540,Eoin Toal,Bolton Wanderers,Vertu Trophy,1,6.60,0,0,0,0,0,0,0,1,0
CB,223159,Rob Dickie,Bristol City,EFL Championship,7,6.57,0,0,0,0,0,0,0,3,2
CB,223159,Rob Dickie,Bristol City,Carabao Cup,3,5.87,0,0,0,0,0,0,0,3,0
LB,264115,Dylan Williams,Burton Albion,Carabao Cup,1,6.30,0,0,0,0,0,0,0,0,0
ST,231352,Tammy Abraham,Aston Villa,Premier League,1,6.50,0,0,0,0,0,0,0,1,0
CDM,255928,Mohammed Diomande,Rangers,UEFA Europa League,1,6.20,0,0,0,0,0,0,0,0,0
CAM,264120,Andrew Moran,Preston North End,EFL Championship,1,6.10,0,0,0,0,0,0,0,1,0
CM,255930,Ben Garrity,Port Vale,Carabao Cup,1,5.70,0,0,0,0,0,0,0,1,0
CM,255930,Ben Garrity,Port Vale,Vertu Trophy,1,5.80,0,0,0,0,0,0,0,1,0
CB,239550,Andreaw Gravillon,Pescara Calcio,Coppa Italia,1,5.90,0,0,0,0,0,0,0,2,0
CDM,239553,Tom Bayliss,Lincoln City,Carabao Cup,1,5.70,0,0,0,0,0,0,0,2,0
CDM,75734,Aladji Bamba,AS Monaco,UEFA Champions League,1,5.70,0,0,0,1,0,0,0,2,0
GK,223175,Okan Kocuk,Samsunspor A.Ş,Trendyol Süper Lig,6,6.38,1,0,0,0,0,0,0,7,1
GK,264133,Hákon Valdimarsson,Brentford,Carabao Cup,1,4.80,0,0,0,0,0,0,0,3,0
RB,264141,Odel Offiah,Preston North End,EFL Championship,7,5.86,0,0,0,1,0,0,0,10,0
RB,264141,Odel Offiah,Preston North End,Carabao Cup,2,6.05,0,0,0,0,0,0,0,2,0
RB,247764,Kyle John,Port Vale,Carabao Cup,1,6.00,0,0,0,0,0,0,0,1,0
RB,247764,Kyle John,Port Vale,Vertu Trophy,1,5.70,0,0,0,0,0,0,0,1,0
CB,239580,Bremer,Juventus,UEFA Champions League,1,7.70,0,0,0,0,0,0,0,0,1
CB,239580,Bremer,Juventus,Coppa Italia,2,6.65,0,0,0,0,0,0,0,1,0
CB,239580,Bremer,Juventus,Serie A Enilive,5,6.08,0,0,0,1,0,0,0,5,0
LM,231390,Diogo Gonçalves,Konyaspor,Trendyol Süper Lig,6,5.75,0,0,1,1,0,0,0,9,0
CAM,231391,João Carvalho,Estoril Praia,Liga Portugal,7,7.44,1,3,3,1,0,0,0,8,1
CB,231396,Ciarán Kelly,Bradford City,Carabao Cup,1,5.70,0,0,0,0,0,0,0,1,0
GK,198633,Antony Iannarilli,Avellino,Coppa Italia,2,6.35,0,0,0,0,0,0,0,4,0
ST,239589,Wilfried Kanga,KAA Gent,1A Pro League,8,7.38,2,4,2,0,0,0,0,8,0
RB,247782,Kasper Jørgensen,LASK,UEFA Europa League,1,5.50,0,0,0,0,0,0,0,2,0
RB,272357,Lucas Rosa,Ajax,UEFA Champions League,1,6.00,0,0,0,0,0,0,0,1,0
GK,255976,Oliver Dovin,Coventry City,Carabao Cup,1,6.40,0,0,0,0,0,0,0,1,0
LM,231406,Kyle Edwards,Northampton Town,Carabao Cup,3,6.50,0,0,0,0,0,0,0,1,2
RB,264172,Carmona,Sevilla FC,European International Cup,3,5.73,0,0,0,0,0,0,0,6,0
RB,264172,Carmona,Sevilla FC,LALIGA EA SPORTS,5,6.00,0,0,0,0,0,0,0,3,0
ST,264173,Iván Romero,Levante UD,European International Cup,2,6.60,0,1,0,0,0,0,0,2,0
ST,264173,Iván Romero,Levante UD,LALIGA EA SPORTS,7,5.74,0,0,0,0,0,0,0,15,0
RB,264174,Juanlu Sánchez,Sevilla FC,European International Cup,3,5.53,0,0,0,0,0,0,0,5,0
RB,264174,Juanlu Sánchez,Sevilla FC,LALIGA EA SPORTS,6,6.78,1,3,0,0,0,0,0,8,1
CDM,231411,Robbie McKenzie,Gillingham,Carabao Cup,3,7.97,1,0,2,0,0,0,0,1,2
CDM,231411,Robbie McKenzie,Gillingham,Vertu Trophy,1,6.80,0,0,0,1,0,0,0,0,1
RM,231416,Dodi Lukébakio,SL Benfica,Liga Portugal,7,7.30,1,3,0,0,0,0,0,4,3
RM,231416,Dodi Lukébakio,SL Benfica,UEFA Champions League,1,5.50,0,0,0,0,0,0,0,2,0
CM,239613,Matteo Pessina,Monza,Coppa Italia,2,6.40,0,1,0,1,0,0,0,4,0
CDM,231423,Casper De Norre,Millwall,EFL Championship,7,6.17,0,0,0,1,0,0,0,5,1
CDM,231423,Casper De Norre,Millwall,Carabao Cup,1,5.40,0,0,0,0,0,0,0,2,0
CM,264188,Taichi Fukui,FC Arouca,Liga Portugal,6,5.93,0,1,0,0,0,1,0,3,0
CB,264189,Maksim Paskotši,KAA Gent,1A Pro League,8,6.01,0,0,0,1,0,0,0,7,0
CB,264191,Gustaf Lagerbielke,SC Braga,Liga Portugal,6,6.02,0,0,0,0,0,0,0,7,0
CB,264191,Gustaf Lagerbielke,SC Braga,UEFA Europa League,1,5.70,0,0,0,0,0,0,0,1,0
CM,231428,Filippo Bandinelli,Spezia,Coppa Italia,2,5.90,0,0,0,0,0,0,0,2,1
RB,264196,Femi Seriki,Sheffield United,EFL Championship,4,6.10,0,0,0,0,0,0,0,1,0
RB,264196,Femi Seriki,Sheffield United,Carabao Cup,2,6.25,0,0,0,0,0,0,0,0,0
CB,256008,Morato,Nottingham Forest,Carabao Cup,1,6.20,0,0,0,0,0,0,0,0,0
CB,256008,Morato,Nottingham Forest,UEFA Europa League,1,6.20,0,0,0,0,0,0,0,0,0
CB,256008,Morato,Nottingham Forest,Premier League,5,6.10,0,0,0,0,0,0,0,6,0
CAM,264200,Cameron Humphreys,Huddersfield Town,Carabao Cup,1,6.10,0,0,0,0,0,0,0,1,0
CM,264201,Abdelkahar Kadri,KAA Gent,1A Pro League,8,6.28,0,1,1,1,0,0,0,7,0
LM,239631,Danny Namaso,AJ Auxerre,Ligue 1 McDonald's,5,6.54,0,1,1,0,0,0,0,6,1
LM,264205,Nilson Angulo,Sunderland,Premier League,4,5.58,0,0,0,0,0,0,0,10,0
LM,264205,Nilson Angulo,Sunderland,Carabao Cup,1,5.50,0,0,0,0,0,0,0,2,0
RM,231442,Marcus Browne,AFC Wimbledon,Carabao Cup,2,5.85,0,0,0,1,0,0,0,2,0
ST,231443,Ousmane Dembélé,Paris Saint-Germain,UEFA Super Cup,1,6.10,0,0,0,0,0,0,0,4,0
ST,231443,Ousmane Dembélé,Paris Saint-Germain,UEFA Champions League,1,5.60,0,0,0,0,0,0,0,3,0
ST,231443,Ousmane Dembélé,Paris Saint-Germain,Ligue 1 McDonald's,5,6.58,0,0,1,1,0,0,0,2,4
RM,247827,Michael Olise,FC Bayern München,UEFA Champions League,1,6.10,0,0,0,0,0,0,0,0,0
ST,231447,Donyell Malen,AS Roma,Serie A Enilive,3,5.97,0,0,0,1,0,0,0,1,0
ST,231447,Donyell Malen,AS Roma,UEFA Europa League,1,5.70,0,0,0,1,0,0,0,1,0
RM,231448,Reiss Nelson,Brentford,Premier League,3,6.50,0,1,0,0,0,0,0,3,0
RM,231448,Reiss Nelson,Brentford,Carabao Cup,1,6.50,0,0,1,0,0,0,0,3,0
RB,247832,Thierry Correia,Valencia CF,LALIGA EA SPORTS,6,5.95,0,0,0,0,0,0,0,6,0
LM,247833,Aaron Rowe,Gillingham,Carabao Cup,3,8.23,0,2,0,0,0,0,0,1,2
LM,247833,Aaron Rowe,Gillingham,Vertu Trophy,1,6.60,0,0,0,0,0,0,0,0,0
CB,272407,Check Keita,Sporting Charleroi,1A Pro League,9,5.81,0,1,0,1,0,0,0,16,1
RM,264219,Ernest Poku,Bayer 04 Leverkusen,UEFA Champions League,1,6.20,0,0,0,0,0,0,0,1,0
CB,256033,Emirhan Topçu,Beşiktaş JK,Trendyol Süper Lig,6,6.33,0,0,0,1,0,0,0,3,1
CAM,256035,Kamaldeen Sulemana,Atalanta,Serie A Enilive,1,6.50,0,0,0,0,0,0,0,0,0
CM,223273,Mario Pašalić,Atalanta,Serie A Enilive,5,6.38,0,1,2,0,0,0,0,8,0
CM,223273,Mario Pašalić,Atalanta,UEFA Champions League,1,5.80,0,0,0,0,0,0,0,1,0
CAM,272422,Martín Fernández Benítez,Gil Vicente FC,Liga Portugal,2,6.55,0,0,1,0,0,0,0,3,0
CDM,75839,Ben Winterburn,Barnet,Carabao Cup,1,6.20,0,0,0,0,0,0,0,1,0
CM,247851,Bruno Guimarães,Newcastle United,Carabao Cup,1,5.50,0,0,0,0,0,0,0,2,0
CM,247851,Bruno Guimarães,Newcastle United,UEFA Champions League,1,6.60,0,0,0,0,0,0,0,2,0
CM,247851,Bruno Guimarães,Newcastle United,Premier League,6,6.23,0,0,0,1,0,0,0,7,1
LM,264238,Diego López,Valencia CF,LALIGA EA SPORTS,6,5.82,0,2,0,0,0,0,0,10,0
CM,264240,Gavi,FC Barcelona,LALIGA EA SPORTS,5,5.90,0,0,0,0,0,0,0,6,0
CAM,256051,Marcelino Núñez,Ipswich Town,EFL Championship,7,6.53,0,2,0,0,0,0,0,7,1
CAM,256051,Marcelino Núñez,Ipswich Town,Carabao Cup,1,6.00,0,0,0,1,0,0,0,1,0
CM,247861,Adam Gnezda Čerin,Panathinaikos FC,UEFA Europa League,1,5.20,0,0,0,0,0,0,0,2,0
LM,239671,Tete Morente,Elche CF,LALIGA EA SPORTS,3,6.37,0,0,1,0,0,0,0,3,0
CAM,239672,Harald Nilsen Tangen,Notts County,Carabao Cup,3,6.00,0,0,0,0,0,0,0,3,0
CAM,239672,Harald Nilsen Tangen,Notts County,Vertu Trophy,1,6.10,0,0,0,0,0,0,0,1,0
GK,247866,Cezary Miszta,Rio Ave FC,Liga Portugal,6,5.88,0,0,0,0,0,0,0,11,0
RB,239679,Pasquale Mazzocchi,SSC Napoli,Serie A Enilive,3,6.60,0,0,1,0,0,0,0,1,1
ST,272446,Fábio Jaló,Oldham Athletic,Carabao Cup,1,6.40,0,0,0,0,0,0,0,0,1
CM,223302,Samu,Vitória SC,Liga Portugal,7,6.66,1,0,3,0,0,0,0,6,1
CM,272449,Pablo Barrios,Atlético de Madrid,LALIGA EA SPORTS,7,6.31,0,0,0,1,0,0,0,7,1
CM,272449,Pablo Barrios,Atlético de Madrid,UEFA Champions League,1,6.80,0,0,0,0,0,0,0,1,0
ST,84061,Armando González,Lecce,Coppa Italia,1,7.40,0,1,0,0,0,0,0,1,0
ST,84061,Armando González,Lecce,Serie A Enilive,4,6.67,1,2,0,0,0,0,0,9,0
CB,272456,Emmanuel Adegboyega,Rotherham United,Carabao Cup,1,6.20,0,0,0,0,0,0,0,1,0
CB,272456,Emmanuel Adegboyega,Rotherham United,Vertu Trophy,1,5.70,0,0,0,0,0,0,0,2,0
RW,247887,Davide Merola,Pescara Calcio,Coppa Italia,1,5.60,0,0,0,0,0,0,0,2,0
CDM,256079,Moisés Caicedo,Chelsea,Carabao Cup,2,7.15,1,0,2,0,0,0,0,4,0
CDM,256079,Moisés Caicedo,Chelsea,UEFA Champions League,1,7.50,0,0,0,0,0,0,0,0,1
CDM,256079,Moisés Caicedo,Chelsea,Premier League,6,6.48,0,2,0,1,0,0,0,7,1
LM,247890,Bobby Kamwa,Newport County,Carabao Cup,1,5.50,0,0,0,0,0,0,0,2,0
LM,247890,Bobby Kamwa,Newport County,Vertu Trophy,1,6.20,0,0,0,0,0,0,0,1,0
CB,231512,Lloyd Kelly,Juventus,UEFA Champions League,1,6.50,0,0,0,0,0,0,0,0,0
CB,231512,Lloyd Kelly,Juventus,Coppa Italia,2,7.10,0,0,0,0,0,0,0,1,1
CB,231512,Lloyd Kelly,Juventus,Serie A Enilive,5,5.94,0,0,0,0,0,0,0,3,0
LB,239704,Kai Wagner,Birmingham City,EFL Championship,7,6.20,0,0,0,0,0,0,0,7,0
LB,239704,Kai Wagner,Birmingham City,Carabao Cup,1,5.80,0,0,0,0,0,0,0,1,0
LM,264280,Tiago Araújo,KAA Gent,1A Pro League,5,6.08,0,0,0,1,0,0,0,5,0
CB,264284,Rayyan Baniya,Konyaspor,Trendyol Süper Lig,5,6.28,0,0,1,0,0,0,0,3,0
CM,231521,Exequiel Palacios,Bayer 04 Leverkusen,UEFA Champions League,1,5.20,0,0,0,0,0,0,0,1,0
LB,256097,Javi López,Real Oviedo,LALIGA EA SPORTS,6,5.70,0,0,0,0,0,0,0,8,0
CM,223334,Joelinton,Newcastle United,Carabao Cup,1,6.80,0,1,0,0,0,0,0,2,0
CM,223334,Joelinton,Newcastle United,UEFA Champions League,1,5.70,0,0,0,0,0,0,0,1,0
CM,223334,Joelinton,Newcastle United,Premier League,6,6.00,0,1,0,0,0,0,0,7,0
LM,231526,Yhoan Andzouana,Konyaspor,Trendyol Süper Lig,6,5.42,0,0,0,0,0,0,0,10,0
LM,239718,Hassane Bandé,KV Mechelen,1A Pro League,8,6.21,0,1,0,0,0,0,0,5,0
CB,215147,Lautaro Giannetti,Antalyaspor,Trendyol Süper Lig,6,6.23,0,0,0,0,0,0,0,6,1
LB,264294,Mathias Løvik,Trabzonspor,Trendyol Süper Lig,6,5.88,0,0,0,0,0,0,0,6,0
CDM,256104,Tanner Tessmann,Olympique Lyonnais,Ligue 1 McDonald's,6,6.40,0,1,1,1,0,0,0,6,1
CDM,256104,Tanner Tessmann,Olympique Lyonnais,UEFA Europa League,1,5.80,0,0,0,0,0,0,0,1,0
RB,264298,Conor Bradley,Liverpool,Carabao Cup,1,6.00,0,0,0,0,0,0,0,0,0
RB,264298,Conor Bradley,Liverpool,FA Community Shield,1,6.10,0,0,0,0,0,0,0,1,0
RB,264298,Conor Bradley,Liverpool,Premier League,4,6.05,0,0,0,0,0,0,0,3,0
RB,264298,Conor Bradley,Liverpool,UEFA Champions League,1,6.30,0,0,0,0,0,0,0,0,0
ST,190583,Michael Smith,Preston North End,Carabao Cup,3,6.40,0,0,0,0,0,0,0,2,2
CB,231540,Scott Wharton,Blackburn Rovers,EFL Championship,6,6.00,0,0,0,0,0,0,0,5,0
CB,231540,Scott Wharton,Blackburn Rovers,Carabao Cup,1,5.90,0,0,0,0,0,0,0,1,0
CM,239732,Szymon Żurkowski,Spezia,Coppa Italia,2,5.90,0,0,0,0,0,0,0,2,0
CB,272497,Joshua Quarshie,Southampton,Carabao Cup,2,6.10,0,0,0,0,0,0,0,2,1
CM,190589,Stefan Hierländer,SK Sturm Graz,UEFA Europa League,1,6.20,0,0,0,0,0,0,0,2,0
CDM,272500,Carlos Baleba,Kings United,Carabao Cup,2,6.80,0,0,0,0,0,0,0,0,0
CDM,272500,Carlos Baleba,Kings United,European International Cup,3,6.67,0,0,0,0,0,0,0,1,0
CDM,272500,Carlos Baleba,Kings United,Premier League,3,6.17,0,0,0,0,0,0,0,1,0
CM,256119,Emanuele Zuelli,Carrarese Calcio 1908,Coppa Italia,1,5.40,0,0,0,0,0,0,0,2,0
CM,198784,Alex Oxlade-Chamberlain,Celtic,UEFA Europa League,1,7.10,0,0,1,1,0,0,0,1,0
ST,272505,Endrick,Olympique Lyonnais,Ligue 1 McDonald's,5,7.48,1,4,0,0,0,0,0,8,1
ST,272505,Endrick,Olympique Lyonnais,UEFA Europa League,1,7.90,1,1,0,0,0,0,0,1,0
GK,239742,Jonathan Klinsmann,Cesena,Coppa Italia,2,6.10,0,0,0,0,0,0,0,3,0
RB,231554,James Justin,Leeds United,Premier League,5,5.72,0,0,0,0,0,0,0,7,0
RB,231554,James Justin,Leeds United,Carabao Cup,1,5.70,0,0,0,0,0,0,0,2,0
LB,256130,Faris Abdi,Neom,Saudi Pro League,6,6.42,0,0,0,0,0,0,0,3,3
CB,272515,Antoine Mendy,OGC Nice,UEFA Europa League,1,6.60,0,0,0,0,0,0,0,0,0
ST,264325,Martín Satriano,Getafe CF,LALIGA EA SPORTS,7,7.90,3,7,1,0,0,0,0,9,3
CB,223373,Laurence Maguire,Milton Keynes Dons,Carabao Cup,1,5.80,0,0,0,0,0,0,0,2,0
CM,264330,Christos Zafeiris,PAOK FC,UEFA Europa League,1,6.10,0,0,0,0,0,0,0,0,0
CB,264334,Deji Elerewe,Lincoln City,Carabao Cup,1,6.10,0,0,0,0,0,0,0,0,0
RM,239763,Edon Zhegrova,Juventus,UEFA Champions League,1,6.20,0,0,0,0,0,0,0,0,0
RM,239763,Edon Zhegrova,Juventus,Coppa Italia,2,6.50,0,0,0,0,0,0,0,1,0
RM,239763,Edon Zhegrova,Juventus,Serie A Enilive,5,5.74,0,0,0,0,0,0,0,7,0
LM,247955,Ianis Stoica,Estrela Amadora,Liga Portugal,7,6.54,1,1,2,0,0,0,0,8,1
LB,190620,Danny Andrew,Exeter City,Carabao Cup,1,6.00,0,0,0,0,0,0,0,1,0
LM,264340,Khalil Al Absi,Al Riyadh,Saudi Pro League,6,6.30,1,0,1,0,0,0,0,5,2
RM,215195,Sander Svendsen,Konyaspor,Trendyol Süper Lig,2,5.85,0,0,0,0,0,0,0,1,0
CB,239770,Nicolò Casale,Bologna,UEFA Europa League,1,5.80,0,0,0,0,0,0,0,1,0
CB,239770,Nicolò Casale,Bologna,Coppa Italia,1,6.30,0,0,0,0,0,0,0,0,0
CB,239770,Nicolò Casale,Bologna,Serie A Enilive,4,6.17,0,0,0,0,0,0,0,2,0
CM,231580,Antony Evans,Huddersfield Town,Carabao Cup,1,5.50,0,0,0,0,0,0,0,2,0
GK,239772,Jakub Stolarczyk,Leicester City,EFL Championship,4,6.40,0,0,0,0,0,0,0,7,0
RM,264349,James McAtee,Como 1907,Coppa Italia,1,6.50,0,0,0,0,0,0,0,1,0
RB,247968,Valentin Crețu,FC FCSB,UEFA Europa League,1,7.10,0,0,0,0,0,0,0,1,0
CM,272542,Patrick Kelly,Barnsley,Carabao Cup,1,5.20,0,0,0,0,0,0,0,1,0
RB,231588,Joan Sastre,Trabzonspor,Trendyol Süper Lig,3,5.83,0,0,0,0,0,0,0,3,0
CM,247972,Darius Olaru,FC FCSB,UEFA Europa League,1,6.10,0,0,0,0,0,0,0,0,0
LB,231591,Javi Galán,CA Osasuna,LALIGA EA SPORTS,6,6.40,0,0,0,0,0,0,0,4,1
LB,223402,Emre Taşdemir,Kasımpaşa SK,Trendyol Süper Lig,5,5.78,0,0,0,0,0,0,0,6,0
CM,264364,Drissa Camara,Gaziantep FK,Trendyol Süper Lig,6,6.13,0,2,0,1,0,0,0,8,0
CB,264367,Kacper Łopata,Walsall,Carabao Cup,2,6.50,0,0,0,0,0,0,0,0,0
CB,264367,Kacper Łopata,Walsall,Vertu Trophy,1,6.00,0,0,0,0,0,0,0,1,0
RM,264371,Tom Fellows,Southampton,EFL Championship,7,6.01,0,0,0,0,0,0,0,4,1
RM,264371,Tom Fellows,Southampton,Carabao Cup,2,5.60,0,0,0,0,0,0,0,4,0
ST,239799,Ben House,Lincoln City,Carabao Cup,1,6.60,0,0,1,0,0,0,0,2,0
LB,239800,Steven Sessegnon,Wigan Athletic,Carabao Cup,1,6.20,0,0,0,0,0,0,0,1,0
CB,272568,Ibrahim Diakité,Cercle Brugge KSV,1A Pro League,9,6.47,0,0,0,0,0,0,0,7,2
RB,231615,Kellan Gordon,Crawley Town,Carabao Cup,2,5.70,0,0,0,0,0,0,0,3,0
CM,239807,Davide Frattesi,Inter Milan,Serie A Enilive,4,6.38,0,0,1,0,0,0,0,3,0
CDM,239810,Nicolas Raskin,Rangers,UEFA Europa League,1,5.80,0,0,0,0,0,0,0,1,0
CB,198857,Simone Romagnoli,Empoli,Coppa Italia,1,6.60,0,0,0,0,0,0,0,0,0
CB,239813,Jakob Kiilerich,SV Zulte Waregem,1A Pro League,9,6.38,0,0,0,1,0,0,0,6,3
CB,256196,Willian Pacho,Paris Saint-Germain,UEFA Super Cup,1,6.10,0,0,0,0,0,0,0,1,0
CB,256196,Willian Pacho,Paris Saint-Germain,UEFA Champions League,1,5.90,0,0,0,0,0,0,0,2,0
CB,256196,Willian Pacho,Paris Saint-Germain,Ligue 1 McDonald's,5,6.88,0,0,0,1,0,0,0,1,3
CB,256197,Piero Hincapié,Arsenal,Carabao Cup,1,5.70,0,0,0,0,0,0,0,1,0
CB,256197,Piero Hincapié,Arsenal,UEFA Champions League,1,5.50,0,0,0,0,0,0,0,2,0
CB,256197,Piero Hincapié,Arsenal,Premier League,6,6.02,0,0,0,1,0,0,0,4,0
CDM,198861,Nampalys Mendy,Watford,EFL Championship,7,5.84,0,0,1,0,0,0,0,9,0
RM,256199,Anthony Valencia,Royal Antwerp FC,1A Pro League,4,6.83,1,2,0,0,0,0,0,4,0
ST,231627,Umar Sadiq,Valencia CF,LALIGA EA SPORTS,1,6.50,0,0,0,0,0,0,0,1,0
LB,264392,Karim Zedadka,Südtirol,Coppa Italia,2,5.80,0,0,0,0,0,0,0,2,0
CDM,190674,Benjamin André,LOSC Lille,Ligue 1 McDonald's,6,6.60,0,0,0,0,0,0,0,4,3
CDM,190674,Benjamin André,LOSC Lille,UEFA Europa League,1,5.80,0,0,0,1,0,0,0,1,0
CB,231633,Issa Diop,CA Osasuna,LALIGA EA SPORTS,3,5.83,0,0,0,0,0,0,0,3,0
CB,264401,Bamo Meïté,FC Lorient,Ligue 1 McDonald's,6,5.73,0,0,0,1,0,0,0,9,0
LB,272599,Tuomas Ollila,Paris FC,Ligue 1 McDonald's,2,5.95,0,0,0,0,0,0,0,1,0
CDM,272600,Marc Casadó,LOSC Lille,Ligue 1 McDonald's,3,6.67,0,1,0,0,0,0,0,2,0
CM,239837,Alexis Mac Allister,Liverpool,Carabao Cup,1,6.50,0,0,0,0,0,0,0,0,0
CM,239837,Alexis Mac Allister,Liverpool,FA Community Shield,1,6.00,0,0,0,0,0,0,0,1,0
CM,239837,Alexis Mac Allister,Liverpool,Premier League,6,6.30,0,0,1,0,0,0,0,8,0
CM,239837,Alexis Mac Allister,Liverpool,UEFA Champions League,1,6.30,0,0,0,0,0,0,0,0,0
CB,264411,Sil Swinkels,Chesterfield,Carabao Cup,1,5.40,0,0,0,0,0,0,0,2,0
CB,264411,Sil Swinkels,Chesterfield,Vertu Trophy,1,6.30,0,0,0,0,0,0,0,0,0
LM,272604,Ali Ahmed,Norwich City,EFL Championship,7,6.33,0,1,0,0,0,0,0,6,1
LM,272604,Ali Ahmed,Norwich City,Carabao Cup,2,7.25,1,1,0,1,0,0,0,1,1
GK,264415,Charlie Setford,Milton Keynes Dons,Vertu Trophy,1,7.50,0,0,0,0,0,0,0,1,0
CDM,264418,Jean Baptiste Gorby,SC Braga,Liga Portugal,1,6.20,0,0,0,0,0,0,0,1,0
LB,264421,Thierry Small,Preston North End,EFL Championship,7,5.57,0,0,0,0,0,0,0,12,0
LB,264421,Thierry Small,Preston North End,Carabao Cup,1,6.50,0,0,0,0,0,0,0,0,0
ST,264422,Matthis Abline,FC Nantes,Ligue 1 McDonald's,5,6.16,0,1,0,0,0,0,0,10,0
