competition,compobjid,hometeamid,awayteamid,hometeam,homescore,awayscore,awayteam,date,time
Serie A Enilive,1076,131682,206,Inter Milan,TBD,TBD,Hellas Verona,20260517,1400
Serie A Enilive,1076,45,110374,Juventus,TBD,TBD,Fiorentina,20260517,1400
Serie A Enilive,1076,110738,48,Pisa,TBD,TBD,SSC Napoli,20260517,1400
Serie A Enilive,1076,111974,347,Sassuolo,TBD,TBD,Lecce,20260517,1400
Serie A Enilive,1076,55,111434,Udinese,TBD,TBD,Cremonese,20260517,1400
Serie A Enilive,1076,54,45,Torino,TBD,TBD,Juventus,20260523,1945
Serie A Enilive,1076,189,131682,Bologna,TBD,TBD,Inter Milan,20260524,1400
Serie A Enilive,1076,111434,1745,Cremonese,TBD,TBD,Como 1907,20260524,1400
Serie A Enilive,1076,110374,115845,Fiorentina,TBD,TBD,Atalanta,20260524,1400
Serie A Enilive,1076,206,52,Hellas Verona,TBD,TBD,AS Roma,20260524,1400
Serie A Enilive,1076,115841,110738,Lazio,TBD,TBD,Pisa,20260524,1400
Serie A Enilive,1076,347,110556,Lecce,TBD,TBD,Genoa,20260524,1400
Serie A Enilive,1076,131681,1842,AC Milan,TBD,TBD,Cagliari,20260524,1400
Serie A Enilive,1076,48,55,SSC Napoli,TBD,TBD,Udinese,20260524,1400
Serie A Enilive,1076,50,111974,Parma,TBD,TBD,Sassuolo,20260524,1400
